age,fnlwgt,education,educational-num,marital-status,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income
50,151159,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,55,0
32,37646,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,0
53,608184,Bachelors,13,Married-civ-spouse,Husband,Black,Male,0,1902,40,1
40,475322,Bachelors,13,Separated,Own-child,White,Male,0,0,50,0
46,105444,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
52,109413,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
43,214781,Masters,14,Married-civ-spouse,Husband,White,Male,5178,0,40,1
18,58949,12th,8,Never-married,Own-child,White,Female,0,0,20,0
56,187487,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,48,1
76,211574,10th,6,Married-civ-spouse,Husband,White,Male,0,0,1,0
41,302606,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
53,290640,7th-8th,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
43,247752,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,60,0
20,34242,Some-college,10,Never-married,Own-child,White,Male,0,0,20,0
22,41763,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,0
40,83508,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,20,0
64,391121,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,1
62,35783,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
18,222851,11th,7,Never-married,Own-child,White,Female,0,0,10,0
35,356838,Some-college,10,Married-civ-spouse,Husband,White,Male,2829,0,55,0
40,138975,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,56,0
42,224203,Some-college,10,Widowed,Unmarried,Black,Female,0,0,40,0
40,79372,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
42,198955,9th,5,Divorced,Not-in-family,Black,Female,0,0,46,0
63,83043,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,2179,45,0
20,147352,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,0
18,283637,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,0
47,190072,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
31,226696,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,60,1
39,269455,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,0
25,192735,HS-grad,9,Separated,Not-in-family,White,Female,0,0,70,0
44,369131,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
34,103371,Assoc-voc,11,Never-married,Unmarried,White,Female,0,0,40,0
33,226629,Some-college,10,Never-married,Own-child,White,Female,0,0,40,0
24,454941,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
46,213611,7th-8th,4,Married-spouse-absent,Unmarried,White,Female,0,1594,24,0
43,173326,HS-grad,9,Never-married,Unmarried,White,Female,0,0,35,0
49,291783,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
33,48520,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
20,462294,Some-college,10,Never-married,Own-child,Black,Male,0,0,40,0
28,113635,11th,7,Never-married,Not-in-family,White,Male,0,0,30,0
18,138266,HS-grad,9,Never-married,Own-child,White,Female,0,0,25,0
47,241832,9th,5,Married-spouse-absent,Unmarried,White,Male,0,0,40,0
28,198258,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,0
33,96245,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,50,0
32,36467,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,45,1
17,806316,11th,7,Never-married,Own-child,White,Female,0,0,20,0
66,86010,10th,6,Widowed,Not-in-family,White,Female,0,0,11,0
27,126060,Prof-school,15,Never-married,Other-relative,White,Female,0,0,40,0
47,107231,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,35,1
59,169639,Assoc-acdm,12,Widowed,Unmarried,White,Female,0,0,40,0
46,145636,HS-grad,9,Married-civ-spouse,Husband,White,Male,3103,0,50,1
30,430283,HS-grad,9,Married-civ-spouse,Wife,White,Female,7298,0,40,1
37,150993,11th,7,Married-civ-spouse,Husband,White,Male,0,0,45,0
33,93585,Masters,14,Never-married,Not-in-family,White,Female,0,0,40,0
33,141841,HS-grad,9,Never-married,Own-child,Black,Male,0,0,36,0
74,192413,Prof-school,15,Divorced,Other-relative,White,Male,0,0,40,0
37,292855,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,1887,35,1
41,214247,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,2415,60,1
44,406734,Masters,14,Married-civ-spouse,Husband,Black,Male,0,0,40,0
17,116626,11th,7,Never-married,Own-child,White,Male,0,1719,18,0
21,213041,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
21,118712,HS-grad,9,Never-married,Unmarried,White,Male,0,0,35,0
51,142801,Masters,14,Widowed,Not-in-family,Black,Female,0,0,40,1
40,171424,Masters,14,Never-married,Not-in-family,White,Male,0,0,50,0
18,120599,11th,7,Never-married,Unmarried,White,Male,0,0,40,0
55,199212,Some-college,10,Married-civ-spouse,Wife,White,Female,5178,0,40,1
22,227594,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,0
24,24243,HS-grad,9,Never-married,Not-in-family,White,Male,0,1590,40,0
19,188669,Some-college,10,Never-married,Own-child,White,Female,0,0,25,0
21,177504,Some-college,10,Never-married,Own-child,White,Male,0,0,35,0
46,197836,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1672,50,0
55,234327,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
22,171419,Assoc-voc,11,Never-married,Unmarried,Asian-Pac-Islander,Male,0,0,40,0
28,132686,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,55,0
34,203814,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,35,0
40,195124,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
45,168262,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1887,40,1
45,120131,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
67,94610,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,30,1
35,101709,HS-grad,9,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,60,0
28,202558,Some-college,10,Never-married,Own-child,White,Female,0,0,40,0
28,180299,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,48,0
64,211360,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,30,0
45,142719,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
43,260696,Bachelors,13,Divorced,Unmarried,White,Female,0,0,55,0
20,275691,HS-grad,9,Never-married,Own-child,White,Male,0,0,28,0
47,186935,11th,7,Married-civ-spouse,Husband,Black,Male,0,0,40,0
27,198708,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,37,0
56,189975,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1902,60,1
46,70754,7th-8th,4,Never-married,Not-in-family,White,Male,0,0,50,0
41,116520,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,40,1
56,373216,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,48,0
36,26698,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
43,152159,Bachelors,13,Married-civ-spouse,Husband,Black,Male,0,0,40,0
49,31267,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
20,199011,Some-college,10,Never-married,Own-child,White,Male,0,0,12,0
58,156649,1st-4th,2,Widowed,Unmarried,Black,Male,0,0,40,0
69,140176,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,24,0
31,150630,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
26,403788,Assoc-acdm,12,Never-married,Own-child,Black,Male,0,0,40,0
17,350995,12th,8,Never-married,Own-child,White,Male,0,0,16,0
33,307693,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,30,0
34,203488,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
21,65038,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
62,188650,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,10,0
33,70164,Bachelors,13,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,0
24,326587,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,0
36,65624,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
68,365350,5th-6th,3,Married-spouse-absent,Not-in-family,White,Male,0,0,30,0
30,113364,HS-grad,9,Never-married,Other-relative,White,Male,0,0,40,0
18,168288,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
40,188465,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,35,0
22,195532,Some-college,10,Never-married,Other-relative,White,Female,0,0,43,0
46,187666,HS-grad,9,Divorced,Unmarried,White,Female,0,0,55,0
40,285000,Bachelors,13,Divorced,Unmarried,Black,Female,0,0,40,0
48,207277,Masters,14,Married-civ-spouse,Husband,White,Male,15024,0,40,1
32,45796,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
54,57679,HS-grad,9,Never-married,Unmarried,Black,Male,0,0,40,0
20,55263,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
41,180272,Masters,14,Never-married,Own-child,White,Female,0,0,35,0
29,134152,HS-grad,9,Separated,Not-in-family,White,Male,0,0,40,0
39,230329,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
37,53232,Prof-school,15,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,55,1
30,290677,Masters,14,Never-married,Not-in-family,Black,Female,0,0,20,0
39,184964,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,1
59,208395,Masters,14,Divorced,Not-in-family,White,Male,0,0,50,0
31,159737,HS-grad,9,Never-married,Unmarried,Black,Female,0,0,58,0
51,175897,9th,5,Married-civ-spouse,Husband,White,Male,0,0,20,0
42,137907,HS-grad,9,Divorced,Unmarried,White,Female,0,0,35,0
38,185053,Masters,14,Married-civ-spouse,Wife,White,Female,0,0,20,1
30,385177,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,24,1
53,95864,Doctorate,16,Married-civ-spouse,Husband,White,Male,15024,0,50,1
25,141706,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
19,331556,10th,6,Never-married,Not-in-family,White,Female,0,0,40,0
33,225507,10th,6,Never-married,Own-child,White,Female,0,0,25,0
26,141876,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,3103,0,45,1
54,124963,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
59,171355,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,40,1
48,55863,Doctorate,16,Married-civ-spouse,Wife,White,Female,0,1902,46,1
20,166527,Some-college,10,Never-married,Own-child,Other,Female,0,0,20,0
20,313817,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
67,116057,HS-grad,9,Divorced,Not-in-family,White,Female,3273,0,16,0
46,169324,HS-grad,9,Separated,Not-in-family,Black,Female,0,0,45,0
54,180522,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,70,0
34,325792,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
35,210866,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
42,126701,Bachelors,13,Divorced,Unmarried,White,Male,9562,0,45,1
18,266287,12th,8,Never-married,Own-child,White,Female,0,0,35,0
41,251305,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
33,41610,HS-grad,9,Separated,Not-in-family,White,Male,0,0,40,0
46,344415,Masters,14,Married-civ-spouse,Husband,White,Male,0,1887,40,1
28,116372,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,60,0
52,189728,HS-grad,9,Separated,Not-in-family,White,Female,0,0,35,0
29,73928,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,15,0
21,188923,Some-college,10,Never-married,Own-child,White,Female,0,0,55,0
33,179509,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
27,169117,HS-grad,9,Married-civ-spouse,Wife,Black,Female,0,1887,40,1
29,231287,Some-college,10,Divorced,Unmarried,White,Male,0,0,40,0
31,196125,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
27,413870,Some-college,10,Never-married,Own-child,Black,Male,0,0,40,0
27,164170,Bachelors,13,Never-married,Unmarried,Asian-Pac-Islander,Female,0,0,20,0
29,535978,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,0
30,155659,HS-grad,9,Divorced,Unmarried,White,Female,0,0,36,0
52,188644,5th-6th,3,Married-spouse-absent,Other-relative,White,Male,0,0,40,0
23,40060,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
33,104620,Masters,14,Married-civ-spouse,Wife,White,Female,0,0,15,0
28,312372,HS-grad,9,Married-civ-spouse,Husband,Black,Male,15024,0,40,1
64,91343,Some-college,10,Widowed,Unmarried,White,Female,0,0,40,0
30,167990,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,15024,0,65,1
37,151835,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
18,267399,12th,8,Never-married,Own-child,White,Female,0,0,12,0
50,193884,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
52,335997,Bachelors,13,Married-civ-spouse,Husband,White,Male,7688,0,38,1
59,195835,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,0
39,188038,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,0
51,95329,Masters,14,Divorced,Unmarried,White,Male,0,0,40,0
40,408717,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
27,107458,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
44,115411,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,0
27,101364,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
46,443179,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,8,0
30,94235,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,1977,50,1
44,242861,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
55,327589,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
26,33604,HS-grad,9,Never-married,Own-child,Amer-Indian-Eskimo,Male,0,0,25,0
43,129573,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,44,0
55,99131,HS-grad,9,Married-civ-spouse,Other-relative,White,Female,0,2246,40,1
35,179481,HS-grad,9,Never-married,Own-child,White,Male,0,0,55,0
45,240629,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,40,1
31,103651,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,1
35,113322,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,0
50,275181,5th-6th,3,Divorced,Not-in-family,White,Male,0,0,37,0
26,109457,10th,6,Married-civ-spouse,Other-relative,White,Male,0,0,48,0
45,203785,9th,5,Married-civ-spouse,Husband,White,Male,0,0,40,0
51,186299,Preschool,1,Never-married,Not-in-family,White,Male,0,0,30,0
54,173050,Masters,14,Married-civ-spouse,Husband,White,Male,7688,0,40,1
40,216116,9th,5,Never-married,Unmarried,Black,Female,0,0,40,0
34,96483,Assoc-acdm,12,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,60,1
44,148138,Doctorate,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,15024,0,40,1
28,183639,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,21,0
46,20534,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,20,0
25,356344,Bachelors,13,Never-married,Own-child,White,Female,0,0,40,0
42,29320,Prof-school,15,Divorced,Unmarried,White,Male,0,0,60,1
17,266072,10th,6,Never-married,Not-in-family,White,Male,0,0,20,0
55,165881,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
48,50459,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,0
39,249720,Bachelors,13,Divorced,Unmarried,Black,Female,0,0,60,0
25,173593,Some-college,10,Never-married,Own-child,White,Male,0,0,75,0
36,247750,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,45,0
38,357173,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
44,102238,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,0
31,193477,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,55,0
39,255503,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,1
25,124111,Some-college,10,Never-married,Own-child,White,Female,0,0,40,0
48,332884,Assoc-acdm,12,Divorced,Not-in-family,White,Male,0,0,40,0
19,124265,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
21,145964,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
41,206139,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
18,120544,9th,5,Never-married,Own-child,Black,Male,0,0,15,0
41,29762,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
42,42346,HS-grad,9,Widowed,Not-in-family,Black,Female,0,0,35,0
35,70447,Some-college,10,Never-married,Unmarried,Asian-Pac-Islander,Male,4650,0,20,0
25,193787,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,45,0
44,357679,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,65,1
36,285865,Assoc-acdm,12,Separated,Unmarried,Black,Female,0,0,32,0
25,213412,Bachelors,13,Never-married,Unmarried,White,Male,0,0,40,0
45,138626,Some-college,10,Divorced,Not-in-family,White,Male,0,1876,50,0
57,107443,1st-4th,2,Married-civ-spouse,Husband,White,Male,0,0,40,0
40,106698,Assoc-acdm,12,Divorced,Unmarried,White,Female,0,0,40,0
60,51290,7th-8th,4,Divorced,Not-in-family,White,Female,0,0,40,0
53,132304,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
37,213726,HS-grad,9,Divorced,Not-in-family,Asian-Pac-Islander,Female,0,0,40,0
22,58222,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
39,80004,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
50,107581,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
61,200427,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,40,1
66,249043,Bachelors,13,Married-civ-spouse,Husband,White,Male,5556,0,26,1
28,336951,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
41,107327,Assoc-voc,11,Divorced,Unmarried,White,Female,0,0,40,0
34,183557,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,25,0
34,66561,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,37,0
30,112383,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,0
43,203233,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
30,75573,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,45,0
27,204773,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,0,0,40,0
39,207185,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,35,1
57,46699,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
38,22245,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,45,1
37,171524,5th-6th,3,Married-civ-spouse,Husband,Black,Male,0,0,40,0
20,275357,Assoc-voc,11,Never-married,Own-child,White,Female,0,0,25,0
22,139190,HS-grad,9,Never-married,Own-child,White,Male,0,0,50,0
49,184285,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
46,197988,1st-4th,2,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,0
58,292710,Assoc-acdm,12,Divorced,Not-in-family,White,Male,0,0,36,0
38,43712,11th,7,Married-civ-spouse,Husband,White,Male,0,1887,45,1
30,178587,Assoc-voc,11,Divorced,Not-in-family,White,Female,0,0,38,0
19,213644,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
29,178778,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,0
43,413760,Some-college,10,Separated,Not-in-family,Black,Male,0,0,40,0
33,262042,HS-grad,9,Divorced,Own-child,White,Female,0,1138,40,0
17,96354,11th,7,Never-married,Own-child,White,Male,0,0,40,0
43,274731,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
29,85572,Bachelors,13,Never-married,Other-relative,White,Female,0,0,40,0
28,181776,Bachelors,13,Never-married,Not-in-family,White,Female,0,1876,70,0
33,24504,HS-grad,9,Separated,Other-relative,White,Male,0,0,50,0
43,339814,Some-college,10,Married-civ-spouse,Husband,White,Male,5178,0,40,1
26,285367,Assoc-voc,11,Never-married,Own-child,White,Male,4416,0,28,0
29,296450,7th-8th,4,Never-married,Not-in-family,White,Male,0,0,40,0
51,56915,HS-grad,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
33,216145,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
67,70737,9th,5,Widowed,Unmarried,White,Female,0,0,32,0
56,250873,11th,7,Married-civ-spouse,Husband,White,Male,0,0,45,0
35,191779,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
39,96452,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,55,1
30,361280,Bachelors,13,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,40,0
31,155914,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
50,68898,Masters,14,Married-civ-spouse,Husband,White,Male,7688,0,55,1
35,340018,10th,6,Never-married,Unmarried,Black,Female,0,0,38,0
38,166497,Prof-school,15,Never-married,Not-in-family,White,Male,0,0,60,1
57,176904,11th,7,Married-civ-spouse,Husband,White,Male,0,0,40,0
37,280500,Some-college,10,Never-married,Own-child,Black,Female,0,0,40,0
32,177794,Masters,14,Never-married,Not-in-family,White,Female,0,0,40,0
17,142457,11th,7,Never-married,Own-child,Black,Male,0,0,20,0
40,169995,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,0
50,234037,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,58,0
21,232577,Assoc-voc,11,Never-married,Own-child,White,Female,0,0,30,0
25,132683,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,50,0
78,163140,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,12,0
38,187119,Masters,14,Divorced,Not-in-family,White,Female,0,0,50,1
47,150768,Bachelors,13,Divorced,Not-in-family,White,Male,0,1564,51,1
58,110844,Masters,14,Widowed,Not-in-family,White,Female,0,0,27,0
23,409230,1st-4th,2,Married-civ-spouse,Other-relative,White,Male,0,0,40,0
34,143526,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
47,225456,HS-grad,9,Never-married,Other-relative,White,Male,0,0,50,0
56,368797,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,1
18,375515,11th,7,Never-married,Own-child,White,Female,0,0,20,0
32,190228,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,60,0
26,331861,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,60,0
55,185195,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
55,176046,Masters,14,Married-civ-spouse,Wife,White,Female,0,2267,40,0
31,66815,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
47,294913,Prof-school,15,Married-civ-spouse,Husband,White,Male,99999,0,40,1
39,269186,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
27,29174,Bachelors,13,Never-married,Unmarried,White,Female,0,0,40,0
31,170430,Prof-school,15,Never-married,Not-in-family,White,Female,0,0,80,0
37,380614,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,0,0,13,1
24,191073,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
74,203523,HS-grad,9,Married-civ-spouse,Husband,White,Male,2653,0,12,0
26,176520,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,53,0
49,140644,Bachelors,13,Married-civ-spouse,Husband,White,Male,5013,0,45,0
46,123053,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,50,1
60,386261,Bachelors,13,Married-spouse-absent,Unmarried,Black,Female,0,0,15,0
79,165209,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
47,257824,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,1
38,129573,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,41,0
47,47270,Assoc-acdm,12,Separated,Unmarried,Black,Female,0,0,40,0
59,316027,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,0
34,205072,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,50,0
37,111129,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,0
34,62124,HS-grad,9,Separated,Not-in-family,Black,Male,0,0,40,0
18,311795,12th,8,Never-married,Own-child,Black,Female,0,0,20,0
50,135102,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,55,1
50,143535,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,0
35,65624,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
22,212213,Some-college,10,Never-married,Own-child,Black,Female,0,0,40,0
42,482211,HS-grad,9,Never-married,Other-relative,White,Male,0,0,40,0
35,278442,Bachelors,13,Married-civ-spouse,Husband,White,Male,7298,0,48,1
30,345898,HS-grad,9,Never-married,Not-in-family,Black,Male,0,0,46,0
24,182117,Bachelors,13,Never-married,Own-child,White,Male,0,0,28,0
36,185394,HS-grad,9,Never-married,Unmarried,White,Female,0,0,40,0
32,201988,Prof-school,15,Married-civ-spouse,Husband,White,Male,4508,0,40,0
57,372967,10th,6,Divorced,Other-relative,White,Female,0,0,70,0
43,147269,10th,6,Married-civ-spouse,Husband,White,Male,0,0,60,0
31,234387,HS-grad,9,Divorced,Unmarried,Black,Female,0,0,40,0
39,204756,Some-college,10,Divorced,Not-in-family,White,Female,0,0,20,0
48,266337,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
35,73471,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
18,187790,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
28,237466,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,30,1
17,171461,10th,6,Never-married,Own-child,White,Female,0,0,20,0
18,228216,HS-grad,9,Never-married,Own-child,White,Male,0,0,20,0
51,24344,Assoc-acdm,12,Never-married,Not-in-family,White,Female,0,0,40,0
33,198827,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
44,238574,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,0,50,1
37,31023,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,0
27,159897,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,37,0
38,377486,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,36,0
23,300275,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,48,0
69,89477,Some-college,10,Widowed,Not-in-family,White,Female,0,0,14,0
24,185821,Some-college,10,Never-married,Own-child,White,Female,0,0,40,0
51,95469,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
58,118303,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,35,1
47,208872,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
43,484861,Some-college,10,Married-civ-spouse,Husband,White,Male,4064,0,38,0
35,166549,12th,8,Married-civ-spouse,Husband,White,Male,0,0,40,0
48,160724,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
35,112512,HS-grad,9,Widowed,Own-child,White,Female,0,0,40,0
27,208577,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,1
