SEQID,AGEG5LFS,GENDER_R,U01b000A,U01B_Collapsed_AS_Cleaned,U01b000S,U01b000T,PVLIT1,PVNUM1,ActionSeqOrder
762,25-29,Female,54,TEXTBOX_USE,1,168432,326.05071,275.93694,12
762,25-29,Female,54,TEXTBOX_KILLFOCUS,1,168432,326.05071,275.93694,13
762,25-29,Female,54,BUTTON,1,168432,326.05071,275.93694,14
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,15
762,25-29,Female,54,NEW_FOLDER,1,168432,326.05071,275.93694,16
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,17
762,25-29,Female,54,MENU,1,168432,326.05071,275.93694,18
762,25-29,Female,54,MENUITEM,1,168432,326.05071,275.93694,19
762,25-29,Female,54,TEXTBOX_ONFOCUS,1,168432,326.05071,275.93694,20
762,25-29,Female,54,TEXTBOX_USE,1,168432,326.05071,275.93694,21
762,25-29,Female,54,TEXTBOX_KILLFOCUS,1,168432,326.05071,275.93694,22
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,23
762,25-29,Female,54,NEW_FOLDER,1,168432,326.05071,275.93694,24
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,25
762,25-29,Female,54,MAIL_DRAG,1,168432,326.05071,275.93694,26
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,27
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,28
762,25-29,Female,54,MAIL_DROP,1,168432,326.05071,275.93694,29
762,25-29,Female,54,MAIL_MOVED,1,168432,326.05071,275.93694,30
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,31
762,25-29,Female,54,MAIL_DRAG,1,168432,326.05071,275.93694,32
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,33
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,34
762,25-29,Female,54,MAIL_DROP,1,168432,326.05071,275.93694,35
762,25-29,Female,54,MAIL_MOVED,1,168432,326.05071,275.93694,36
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,37
762,25-29,Female,54,MAIL_DRAG,1,168432,326.05071,275.93694,38
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,39
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,40
762,25-29,Female,54,MAIL_DROP,1,168432,326.05071,275.93694,41
762,25-29,Female,54,MAIL_MOVED,1,168432,326.05071,275.93694,42
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,43
762,25-29,Female,54,MAIL_DRAG,1,168432,326.05071,275.93694,44
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,45
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,46
762,25-29,Female,54,MAIL_DROP,1,168432,326.05071,275.93694,47
762,25-29,Female,54,MAIL_MOVED,1,168432,326.05071,275.93694,48
762,25-29,Female,54,MAIL_VIEWED,1,168432,326.05071,275.93694,49
762,25-29,Female,54,MAIL_DRAG,1,168432,326.05071,275.93694,50
762,25-29,Female,54,FOLDER_VIEWED,1,168432,326.05071,275.93694,51
762,25-29,Female,54,MAIL_DROP,1,168432,326.05071,275.93694,52
762,25-29,Female,54,MAIL_MOVED,1,168432,326.05071,275.93694,53
762,25-29,Female,54,NEXT_INQUIRY,1,168432,326.05071,275.93694,54
764,16-19,Male,32,FOLDER_VIEWED,0,94416,280.53948,261.9263,0
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,1
764,16-19,Male,32,INVALID_TYPE,0,94416,280.53948,261.9263,2
764,16-19,Male,32,MAIL_DRAG,0,94416,280.53948,261.9263,3
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,4
764,16-19,Male,32,FOLDER_VIEWED,0,94416,280.53948,261.9263,5
764,16-19,Male,32,MAIL_DROP,0,94416,280.53948,261.9263,6
764,16-19,Male,32,MAIL_MOVED,0,94416,280.53948,261.9263,7
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,8
764,16-19,Male,32,MAIL_DRAG,0,94416,280.53948,261.9263,9
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,10
764,16-19,Male,32,FOLDER_VIEWED,0,94416,280.53948,261.9263,11
764,16-19,Male,32,MAIL_DROP,0,94416,280.53948,261.9263,12
764,16-19,Male,32,MAIL_MOVED,0,94416,280.53948,261.9263,13
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,14
764,16-19,Male,32,MAIL_DRAG,0,94416,280.53948,261.9263,15
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,16
764,16-19,Male,32,FOLDER_VIEWED,0,94416,280.53948,261.9263,17
764,16-19,Male,32,MAIL_DROP,0,94416,280.53948,261.9263,18
764,16-19,Male,32,MAIL_MOVED,0,94416,280.53948,261.9263,19
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,20
764,16-19,Male,32,MAIL_DRAG,0,94416,280.53948,261.9263,21
764,16-19,Male,32,FOLDER_VIEWED,0,94416,280.53948,261.9263,22
764,16-19,Male,32,MAIL_DROP,0,94416,280.53948,261.9263,23
764,16-19,Male,32,MAIL_MOVED,0,94416,280.53948,261.9263,24
764,16-19,Male,32,MAIL_VIEWED,0,94416,280.53948,261.9263,25
764,16-19,Male,32,MAIL_DRAG,0,94416,280.53948,261.9263,26
764,16-19,Male,32,FOLDER_VIEWED,0,94416,280.53948,261.9263,27
764,16-19,Male,32,MAIL_DROP,0,94416,280.53948,261.9263,28
764,16-19,Male,32,MAIL_MOVED,0,94416,280.53948,261.9263,29
764,16-19,Male,32,NEXT_INQUIRY,0,94416,280.53948,261.9263,30
764,16-19,Male,32,TEXTBOX_ONFOCUS,0,94416,280.53948,261.9263,31
764,16-19,Male,32,TEXTBOX_KILLFOCUS,0,94416,280.53948,261.9263,32
769,45-49,Male,38,MENU,1,206416,315.49014,273.48829,0
769,45-49,Male,38,MENUITEM,1,206416,315.49014,273.48829,1
769,45-49,Male,38,TEXTBOX_ONFOCUS,1,206416,315.49014,273.48829,2
769,45-49,Male,38,TEXTBOX_USE,1,206416,315.49014,273.48829,3
769,45-49,Male,38,TEXTBOX_KILLFOCUS,1,206416,315.49014,273.48829,4
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,5
769,45-49,Male,38,NEW_FOLDER,1,206416,315.49014,273.48829,6
769,45-49,Male,38,MAIL_VIEWED,1,206416,315.49014,273.48829,7
769,45-49,Male,38,MAIL_DRAG,1,206416,315.49014,273.48829,8
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,9
769,45-49,Male,38,MAIL_DROP,1,206416,315.49014,273.48829,10
769,45-49,Male,38,MAIL_MOVED,1,206416,315.49014,273.48829,11
769,45-49,Male,38,MAIL_VIEWED,1,206416,315.49014,273.48829,12
769,45-49,Male,38,MAIL_DRAG,1,206416,315.49014,273.48829,13
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,14
769,45-49,Male,38,MAIL_DROP,1,206416,315.49014,273.48829,15
769,45-49,Male,38,MAIL_MOVED,1,206416,315.49014,273.48829,16
769,45-49,Male,38,MAIL_VIEWED,1,206416,315.49014,273.48829,17
769,45-49,Male,38,MAIL_DRAG,1,206416,315.49014,273.48829,18
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,19
769,45-49,Male,38,MAIL_DROP,1,206416,315.49014,273.48829,20
769,45-49,Male,38,MAIL_MOVED,1,206416,315.49014,273.48829,21
769,45-49,Male,38,MAIL_VIEWED,1,206416,315.49014,273.48829,22
769,45-49,Male,38,MAIL_DRAG,1,206416,315.49014,273.48829,23
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,24
769,45-49,Male,38,MAIL_DROP,1,206416,315.49014,273.48829,25
769,45-49,Male,38,MAIL_MOVED,1,206416,315.49014,273.48829,26
769,45-49,Male,38,MAIL_VIEWED,1,206416,315.49014,273.48829,27
769,45-49,Male,38,MAIL_DRAG,1,206416,315.49014,273.48829,28
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,29
769,45-49,Male,38,MAIL_DROP,1,206416,315.49014,273.48829,30
769,45-49,Male,38,MAIL_MOVED,1,206416,315.49014,273.48829,31
769,45-49,Male,38,FOLDER_VIEWED,1,206416,315.49014,273.48829,32
769,45-49,Male,38,NEXT_INQUIRY,1,206416,315.49014,273.48829,33
771,45-49,Male,11,MAIL_VIEWED,0,84297,263.08832,232.83512,0
771,45-49,Male,11,FOLDER_VIEWED,0,84297,263.08832,232.83512,1
771,45-49,Male,11,NEXT_INQUIRY,0,84297,263.08832,232.83512,2
775,25-29,Male,9,TOOLBAR,0,97648,169.83983,189.71881,0
775,25-29,Male,9,BUTTON,0,97648,169.83983,189.71881,1
775,25-29,Male,9,MAIL_VIEWED,0,97648,169.83983,189.71881,2
775,25-29,Male,9,TOOLBAR,0,97648,169.83983,189.71881,3
775,25-29,Male,9,FOLDER_VIEWED,0,97648,169.83983,189.71881,4
775,25-29,Male,9,MAIL_MOVED,0,97648,169.83983,189.71881,5
775,25-29,Male,9,MAIL_VIEWED,0,97648,169.83983,189.71881,6
775,25-29,Male,9,NEXT_INQUIRY,0,97648,169.83983,189.71881,7
777,16-19,Female,25,FOLDER_VIEWED,0,124327,219.32227,180.1982,0
777,16-19,Female,25,MAIL_VIEWED,0,124327,219.32227,180.1982,1
777,16-19,Female,25,TOOLBAR,0,124327,219.32227,180.1982,2
777,16-19,Female,25,FOLDER_VIEWED,0,124327,219.32227,180.1982,3
777,16-19,Female,25,MAIL_MOVED,0,124327,219.32227,180.1982,4
777,16-19,Female,25,MAIL_VIEWED,0,124327,219.32227,180.1982,5
777,16-19,Female,25,TOOLBAR,0,124327,219.32227,180.1982,6
777,16-19,Female,25,FOLDER_VIEWED,0,124327,219.32227,180.1982,7
777,16-19,Female,25,MAIL_MOVED,0,124327,219.32227,180.1982,8
777,16-19,Female,25,MAIL_VIEWED,0,124327,219.32227,180.1982,9
777,16-19,Female,25,TOOLBAR,0,124327,219.32227,180.1982,10
777,16-19,Female,25,FOLDER_VIEWED,0,124327,219.32227,180.1982,11
777,16-19,Female,25,MAIL_MOVED,0,124327,219.32227,180.1982,12
777,16-19,Female,25,MAIL_VIEWED,0,124327,219.32227,180.1982,13
777,16-19,Female,25,TOOLBAR,0,124327,219.32227,180.1982,14
777,16-19,Female,25,FOLDER_VIEWED,0,124327,219.32227,180.1982,15
777,16-19,Female,25,MAIL_MOVED,0,124327,219.32227,180.1982,16
777,16-19,Female,25,MAIL_VIEWED,0,124327,219.32227,180.1982,17
777,16-19,Female,25,TOOLBAR,0,124327,219.32227,180.1982,18
777,16-19,Female,25,FOLDER_VIEWED,0,124327,219.32227,180.1982,19
777,16-19,Female,25,MAIL_MOVED,0,124327,219.32227,180.1982,20
777,16-19,Female,25,NEXT_INQUIRY,0,124327,219.32227,180.1982,21
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,0
778,30-34,Female,48,MENU,1,132000,286.66561,274.37784,1
778,30-34,Female,48,MENUITEM,1,132000,286.66561,274.37784,2
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,3
778,30-34,Female,48,TEXTBOX_ONFOCUS,1,132000,286.66561,274.37784,4
778,30-34,Female,48,TEXTBOX_USE,1,132000,286.66561,274.37784,5
778,30-34,Female,48,TEXTBOX_KILLFOCUS,1,132000,286.66561,274.37784,6
778,30-34,Female,48,NEW_FOLDER,1,132000,286.66561,274.37784,7
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,8
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,9
778,30-34,Female,48,MAIL_DRAG,1,132000,286.66561,274.37784,10
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,11
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,12
778,30-34,Female,48,MAIL_DROP,1,132000,286.66561,274.37784,13
778,30-34,Female,48,MAIL_MOVED,1,132000,286.66561,274.37784,14
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,15
778,30-34,Female,48,MENU,1,132000,286.66561,274.37784,16
778,30-34,Female,48,MENUITEM,1,132000,286.66561,274.37784,17
778,30-34,Female,48,TEXTBOX_ONFOCUS,1,132000,286.66561,274.37784,18
778,30-34,Female,48,TEXTBOX_USE,1,132000,286.66561,274.37784,19
778,30-34,Female,48,TEXTBOX_KILLFOCUS,1,132000,286.66561,274.37784,20
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,21
778,30-34,Female,48,NEW_FOLDER,1,132000,286.66561,274.37784,22
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,23
778,30-34,Female,48,MAIL_DRAG,1,132000,286.66561,274.37784,24
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,25
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,26
778,30-34,Female,48,MAIL_DROP,1,132000,286.66561,274.37784,27
778,30-34,Female,48,MAIL_MOVED,1,132000,286.66561,274.37784,28
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,29
778,30-34,Female,48,MAIL_DRAG,1,132000,286.66561,274.37784,30
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,31
778,30-34,Female,48,MAIL_DROP,1,132000,286.66561,274.37784,32
778,30-34,Female,48,MAIL_MOVED,1,132000,286.66561,274.37784,33
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,34
778,30-34,Female,48,MAIL_DRAG,1,132000,286.66561,274.37784,35
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,36
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,37
778,30-34,Female,48,MAIL_DROP,1,132000,286.66561,274.37784,38
778,30-34,Female,48,MAIL_MOVED,1,132000,286.66561,274.37784,39
778,30-34,Female,48,MAIL_VIEWED,1,132000,286.66561,274.37784,40
778,30-34,Female,48,MAIL_DRAG,1,132000,286.66561,274.37784,41
778,30-34,Female,48,FOLDER_VIEWED,1,132000,286.66561,274.37784,42
778,30-34,Female,48,MAIL_DROP,1,132000,286.66561,274.37784,43
778,30-34,Female,48,MAIL_MOVED,1,132000,286.66561,274.37784,44
778,30-34,Female,48,NEXT_INQUIRY,1,132000,286.66561,274.37784,45
780,25-29,Female,27,MENU,0,135454,270.21046,281.72935,0
780,25-29,Female,27,TOOLBAR,0,135454,270.21046,281.72935,1
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,2
780,25-29,Female,27,BUTTON,0,135454,270.21046,281.72935,3
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,4
780,25-29,Female,27,MAIL_VIEWED,0,135454,270.21046,281.72935,5
780,25-29,Female,27,MAIL_DRAG,0,135454,270.21046,281.72935,6
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,7
780,25-29,Female,27,MAIL_DROP,0,135454,270.21046,281.72935,8
780,25-29,Female,27,MAIL_MOVED,0,135454,270.21046,281.72935,9
780,25-29,Female,27,MAIL_VIEWED,0,135454,270.21046,281.72935,10
780,25-29,Female,27,MAIL_DRAG,0,135454,270.21046,281.72935,11
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,12
780,25-29,Female,27,MAIL_DROP,0,135454,270.21046,281.72935,13
780,25-29,Female,27,MAIL_MOVED,0,135454,270.21046,281.72935,14
780,25-29,Female,27,MAIL_VIEWED,0,135454,270.21046,281.72935,15
780,25-29,Female,27,MAIL_DRAG,0,135454,270.21046,281.72935,16
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,17
780,25-29,Female,27,MAIL_DROP,0,135454,270.21046,281.72935,18
780,25-29,Female,27,MAIL_MOVED,0,135454,270.21046,281.72935,19
780,25-29,Female,27,MAIL_VIEWED,0,135454,270.21046,281.72935,20
780,25-29,Female,27,MAIL_DRAG,0,135454,270.21046,281.72935,21
780,25-29,Female,27,MAIL_VIEWED,0,135454,270.21046,281.72935,22
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,23
780,25-29,Female,27,MAIL_DROP,0,135454,270.21046,281.72935,24
780,25-29,Female,27,MAIL_MOVED,0,135454,270.21046,281.72935,25
780,25-29,Female,27,MAIL_VIEWED,0,135454,270.21046,281.72935,26
780,25-29,Female,27,MAIL_DRAG,0,135454,270.21046,281.72935,27
780,25-29,Female,27,FOLDER_VIEWED,0,135454,270.21046,281.72935,28
780,25-29,Female,27,MAIL_DROP,0,135454,270.21046,281.72935,29
780,25-29,Female,27,MAIL_MOVED,0,135454,270.21046,281.72935,30
780,25-29,Female,27,NEXT_INQUIRY,0,135454,270.21046,281.72935,31
782,50-54,Male,48,MAIL_VIEWED,0,290154,294.30922,288.72275,0
782,50-54,Male,48,MENU,0,290154,294.30922,288.72275,1
782,50-54,Male,48,COPY,0,290154,294.30922,288.72275,2
782,50-54,Male,48,MAIL_DRAG,0,290154,294.30922,288.72275,3
782,50-54,Male,48,MAIL_VIEWED,0,290154,294.30922,288.72275,4
782,50-54,Male,48,MAIL_DRAG,0,290154,294.30922,288.72275,5
782,50-54,Male,48,MAIL_VIEWED,0,290154,294.30922,288.72275,6
782,50-54,Male,48,FOLDER_VIEWED,0,290154,294.30922,288.72275,7
782,50-54,Male,48,MENU,0,290154,294.30922,288.72275,8
782,50-54,Male,48,MC_HELP_MENUITEM,0,290154,294.30922,288.72275,9
782,50-54,Male,48,MAIL_VIEWED,0,290154,294.30922,288.72275,10
782,50-54,Male,48,TOOLBAR,0,290154,294.30922,288.72275,11
782,50-54,Male,48,MAIL_SENT,0,290154,294.30922,288.72275,12
782,50-54,Male,48,TOOLBAR,0,290154,294.30922,288.72275,13
782,50-54,Male,48,MENU,0,290154,294.30922,288.72275,14
782,50-54,Male,48,MENUITEM,0,290154,294.30922,288.72275,15
782,50-54,Male,48,TEXTBOX_ONFOCUS,0,290154,294.30922,288.72275,16
782,50-54,Male,48,TEXTBOX_USE,0,290154,294.30922,288.72275,17
782,50-54,Male,48,TEXTBOX_KILLFOCUS,0,290154,294.30922,288.72275,18
782,50-54,Male,48,BUTTON,0,290154,294.30922,288.72275,19
782,50-54,Male,48,FOLDER_VIEWED,0,290154,294.30922,288.72275,20
782,50-54,Male,48,MENU,0,290154,294.30922,288.72275,21
782,50-54,Male,48,MENUITEM,0,290154,294.30922,288.72275,22
782,50-54,Male,48,FOLDER_VIEWED,0,290154,294.30922,288.72275,23
782,50-54,Male,48,NEW_FOLDER,0,290154,294.30922,288.72275,24
782,50-54,Male,48,MAIL_DRAG,0,290154,294.30922,288.72275,25
782,50-54,Male,48,MAIL_VIEWED,0,290154,294.30922,288.72275,26
782,50-54,Male,48,MAIL_DRAG,0,290154,294.30922,288.72275,27
782,50-54,Male,48,FOLDER_VIEWED,0,290154,294.30922,288.72275,28
782,50-54,Male,48,MAIL_DROP,0,290154,294.30922,288.72275,29
782,50-54,Male,48,MAIL_MOVED,0,290154,294.30922,288.72275,30
782,50-54,Male,48,FOLDER_VIEWED,0,290154,294.30922,288.72275,31
782,50-54,Male,48,TOOLBAR,0,290154,294.30922,288.72275,32
782,50-54,Male,48,NEXT_INQUIRY,0,290154,294.30922,288.72275,33
788,25-29,Male,13,FOLDER_VIEWED,0,104304,289.69044,300.03319,0
788,25-29,Male,13,FOLDER_UNFOLDED,0,104304,289.69044,300.03319,1
788,25-29,Male,13,FOLDER_FOLDED,0,104304,289.69044,300.03319,2
788,25-29,Male,13,FOLDER_VIEWED,0,104304,289.69044,300.03319,3
788,25-29,Male,13,MAIL_VIEWED,0,104304,289.69044,300.03319,4
788,25-29,Male,13,TOOLBAR,0,104304,289.69044,300.03319,5
788,25-29,Male,13,MAIL_MOVED,0,104304,289.69044,300.03319,6
788,25-29,Male,13,TOOLBAR,0,104304,289.69044,300.03319,7
788,25-29,Male,13,NEXT_INQUIRY,0,104304,289.69044,300.03319,8
789,35-39,Male,0,NEXT_INQUIRY,0,8590,274.58469,279.93373,0
790,55-59,Male,70,TOOLBAR,1,222140,228.55809,280.35794,0
790,55-59,Male,70,BUTTON,1,222140,228.55809,280.35794,1
790,55-59,Male,70,MENU,1,222140,228.55809,280.35794,2
790,55-59,Male,70,MENUITEM,1,222140,228.55809,280.35794,3
790,55-59,Male,70,TEXTBOX_ONFOCUS,1,222140,228.55809,280.35794,4
790,55-59,Male,70,TEXTBOX_KILLFOCUS,1,222140,228.55809,280.35794,5
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,6
790,55-59,Male,70,TEXTBOX_ONFOCUS,1,222140,228.55809,280.35794,7
790,55-59,Male,70,TEXTBOX_KILLFOCUS,1,222140,228.55809,280.35794,8
790,55-59,Male,70,TEXTBOX_ONFOCUS,1,222140,228.55809,280.35794,9
790,55-59,Male,70,TEXTBOX_USE,1,222140,228.55809,280.35794,10
790,55-59,Male,70,TEXTBOX_KILLFOCUS,1,222140,228.55809,280.35794,11
790,55-59,Male,70,TEXTBOX_ONFOCUS,1,222140,228.55809,280.35794,12
790,55-59,Male,70,TEXTBOX_USE,1,222140,228.55809,280.35794,13
790,55-59,Male,70,TEXTBOX_KILLFOCUS,1,222140,228.55809,280.35794,14
790,55-59,Male,70,TEXTBOX_ONFOCUS,1,222140,228.55809,280.35794,15
790,55-59,Male,70,TEXTBOX_KILLFOCUS,1,222140,228.55809,280.35794,16
790,55-59,Male,70,NEW_FOLDER,1,222140,228.55809,280.35794,17
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,18
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,19
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,20
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,21
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,22
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,23
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,24
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,25
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,26
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,27
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,28
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,29
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,30
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,31
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,32
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,33
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,34
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,35
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,36
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,37
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,38
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,39
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,40
790,55-59,Male,70,TOOLBAR,1,222140,228.55809,280.35794,41
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,42
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,43
790,55-59,Male,70,NEXT_INQUIRY,1,222140,228.55809,280.35794,44
790,55-59,Male,70,END_CANCEL,1,222140,228.55809,280.35794,45
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,46
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,47
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,48
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,49
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,50
790,55-59,Male,70,FOLDER_UNFOLDED,1,222140,228.55809,280.35794,51
790,55-59,Male,70,FOLDER_FOLDED,1,222140,228.55809,280.35794,52
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,53
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,54
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,55
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,56
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,57
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,58
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,59
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,60
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,61
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,62
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,63
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,64
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,65
790,55-59,Male,70,MAIL_VIEWED,1,222140,228.55809,280.35794,66
790,55-59,Male,70,MAIL_DRAG,1,222140,228.55809,280.35794,67
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,68
790,55-59,Male,70,MAIL_DROP,1,222140,228.55809,280.35794,69
790,55-59,Male,70,MAIL_MOVED,1,222140,228.55809,280.35794,70
790,55-59,Male,70,FOLDER_VIEWED,1,222140,228.55809,280.35794,71
790,55-59,Male,70,NEXT_INQUIRY,1,222140,228.55809,280.35794,72
793,60-65,Female,40,FOLDER_VIEWED,1,386343,319.28427,299.99845,0
793,60-65,Female,40,MAIL_VIEWED,1,386343,319.28427,299.99845,1
793,60-65,Female,40,MENU,1,386343,319.28427,299.99845,2
793,60-65,Female,40,MENUITEM,1,386343,319.28427,299.99845,3
793,60-65,Female,40,FOLDER_UNFOLDED,1,386343,319.28427,299.99845,4
793,60-65,Female,40,FOLDER_VIEWED,1,386343,319.28427,299.99845,5
793,60-65,Female,40,TEXTBOX_ONFOCUS,1,386343,319.28427,299.99845,6
793,60-65,Female,40,TEXTBOX_USE,1,386343,319.28427,299.99845,7
793,60-65,Female,40,TEXTBOX_KILLFOCUS,1,386343,319.28427,299.99845,8
793,60-65,Female,40,NEW_FOLDER,1,386343,319.28427,299.99845,9
793,60-65,Female,40,FOLDER_FOLDED,1,386343,319.28427,299.99845,10
793,60-65,Female,40,MAIL_VIEWED,1,386343,319.28427,299.99845,11
793,60-65,Female,40,TOOLBAR,1,386343,319.28427,299.99845,12
793,60-65,Female,40,FOLDER_VIEWED,1,386343,319.28427,299.99845,13
793,60-65,Female,40,MAIL_MOVED,1,386343,319.28427,299.99845,14
793,60-65,Female,40,MAIL_VIEWED,1,386343,319.28427,299.99845,15
793,60-65,Female,40,TOOLBAR,1,386343,319.28427,299.99845,16
793,60-65,Female,40,FOLDER_VIEWED,1,386343,319.28427,299.99845,17
793,60-65,Female,40,MAIL_MOVED,1,386343,319.28427,299.99845,18
793,60-65,Female,40,MAIL_VIEWED,1,386343,319.28427,299.99845,19
793,60-65,Female,40,TOOLBAR,1,386343,319.28427,299.99845,20
