AGEP,SCHL,SEX,ESP,CIT,MIG,MIL,ANC,DEAR,DEYE,DREM,PINCP,ESR,FER,label
32.0,23.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,16000.0,1.0,0.0,True
67.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,13400.0,6.0,0.0,True
48.0,17.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,110000.0,1.0,0.0,False
74.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,37000.0,6.0,0.0,False
20.0,14.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,22000.0,1.0,2.0,False
35.0,19.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,68000.0,1.0,0.0,True
26.0,19.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,34000.0,1.0,0.0,False
7.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
77.0,22.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,26000.0,6.0,0.0,False
47.0,20.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,39200.0,1.0,2.0,True
55.0,13.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,10700.0,6.0,0.0,False
52.0,20.0,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,24300.0,1.0,0.0,False
81.0,15.0,1.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,21500.0,6.0,0.0,True
5.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
11.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
64.0,18.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,141300.0,1.0,0.0,False
26.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,2.0,False
24.0,19.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,16000.0,1.0,0.0,False
35.0,19.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,24020.0,1.0,2.0,False
48.0,19.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
24.0,21.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,5000.0,1.0,2.0,False
56.0,22.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,125000.0,1.0,0.0,False
13.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
43.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,120000.0,1.0,0.0,False
50.0,21.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3200.0,6.0,0.0,False
77.0,16.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,27000.0,6.0,0.0,False
26.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,40000.0,1.0,0.0,False
54.0,16.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,0.0,False
74.0,22.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,29000.0,6.0,0.0,True
22.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,21500.0,1.0,2.0,True
57.0,19.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,50000.0,1.0,0.0,False
50.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,True
65.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,0.0,False
29.0,21.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,115000.0,1.0,0.0,False
23.0,20.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,10600.0,6.0,0.0,False
34.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
66.0,20.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,189600.0,1.0,0.0,False
64.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,50900.0,1.0,0.0,False
52.0,20.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,115000.0,1.0,0.0,False
2.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,False
44.0,22.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,183000.0,1.0,0.0,True
68.0,16.0,1.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,32000.0,1.0,0.0,False
32.0,14.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,0.0,False
21.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,9300.0,6.0,2.0,False
31.0,21.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,85000.0,1.0,2.0,False
58.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,220000.0,1.0,0.0,False
62.0,18.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,39100.0,1.0,0.0,False
21.0,19.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,6.0,0.0,False
49.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,33000.0,1.0,2.0,False
26.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,2.0,False
14.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
63.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,78200.0,6.0,0.0,True
47.0,20.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,85000.0,1.0,0.0,False
35.0,23.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,55000.0,1.0,2.0,False
37.0,19.0,1.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,38000.0,1.0,0.0,True
76.0,21.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,21600.0,6.0,0.0,False
39.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,115000.0,1.0,0.0,False
40.0,22.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,565000.0,1.0,0.0,False
21.0,19.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
44.0,20.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,65200.0,1.0,0.0,False
8.0,5.0,1.0,5.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,True
2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
67.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1600.0,6.0,0.0,False
48.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,False
12.0,10.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
86.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,0.0,False
55.0,18.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,85000.0,1.0,0.0,False
43.0,18.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,False
67.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,88300.0,6.0,0.0,False
54.0,14.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,55600.0,1.0,0.0,False
63.0,16.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,22900.0,6.0,0.0,False
85.0,22.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,74340.0,6.0,0.0,False
39.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,45000.0,1.0,0.0,False
17.0,14.0,2.0,8.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
81.0,21.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,32000.0,6.0,0.0,True
52.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,24220.0,1.0,0.0,False
37.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,50000.0,1.0,2.0,False
22.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,2.0,False
3.0,1.0,1.0,5.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
32.0,16.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,6.0,0.0,False
18.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,5000.0,1.0,2.0,False
39.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,7000.0,2.0,2.0,False
28.0,21.0,1.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,85000.0,1.0,0.0,False
19.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,13420.0,1.0,0.0,False
52.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,62000.0,1.0,0.0,False
54.0,16.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,61000.0,1.0,0.0,False
5.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
17.0,14.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,True
88.0,13.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,29500.0,6.0,0.0,False
70.0,15.0,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,8900.0,6.0,0.0,False
43.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1300.0,1.0,2.0,False
71.0,17.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,33700.0,6.0,0.0,True
66.0,20.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,46600.0,6.0,0.0,True
70.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,79270.0,1.0,0.0,False
60.0,6.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
38.0,17.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,112000.0,1.0,0.0,False
48.0,21.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,22000.0,1.0,0.0,False
1.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,False
60.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,80000.0,1.0,0.0,True
12.0,9.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
25.0,23.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,50000.0,1.0,2.0,False
4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
66.0,16.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,0.0,False
69.0,20.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,50000.0,6.0,0.0,True
46.0,9.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,5000.0,1.0,0.0,False
90.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,17600.0,6.0,0.0,False
37.0,21.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,15600.0,1.0,2.0,True
33.0,21.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,250000.0,1.0,0.0,False
3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,False
10.0,8.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
61.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,50010.0,1.0,0.0,False
55.0,12.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,45000.0,1.0,0.0,False
42.0,16.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,19100.0,1.0,2.0,False
60.0,16.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,6.0,0.0,False
51.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,58000.0,1.0,0.0,False
51.0,20.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,32000.0,1.0,0.0,True
35.0,21.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,80000.0,1.0,2.0,False
51.0,1.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,36000.0,1.0,0.0,False
30.0,18.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,10000.0,6.0,0.0,False
8.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,True
49.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,60000.0,1.0,2.0,False
47.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
15.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,True
56.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,0.0,True
59.0,16.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,37500.0,1.0,0.0,True
58.0,21.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,35300.0,6.0,0.0,False
42.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,0.0,False
19.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3200.0,6.0,2.0,False
73.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,True
60.0,15.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,0.0,False
39.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,50000.0,1.0,0.0,False
76.0,19.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,15750.0,6.0,0.0,False
72.0,20.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,28000.0,6.0,0.0,True
9.0,6.0,2.0,7.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
61.0,18.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,26000.0,1.0,0.0,False
27.0,21.0,2.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,7000.0,1.0,2.0,False
12.0,8.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
45.0,15.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,13000.0,1.0,2.0,False
63.0,24.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,77700.0,1.0,0.0,False
11.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
19.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
44.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,2.0,False
10.0,7.0,2.0,7.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
18.0,16.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,0.0,False
63.0,9.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,13000.0,6.0,0.0,False
6.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
40.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,38400.0,1.0,2.0,False
49.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,23000.0,6.0,2.0,True
17.0,14.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,690.0,6.0,2.0,False
45.0,19.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,85000.0,1.0,2.0,False
12.0,9.0,1.0,7.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
18.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
60.0,13.0,1.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,18000.0,6.0,0.0,False
60.0,23.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,40000.0,1.0,0.0,True
24.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1200.0,6.0,2.0,False
29.0,20.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,True
36.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,170000.0,1.0,2.0,False
16.0,12.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3400.0,1.0,0.0,False
44.0,9.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,1900.0,6.0,2.0,False
16.0,14.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,False
18.0,18.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2300.0,6.0,2.0,True
38.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,23000.0,1.0,0.0,False
51.0,20.0,2.0,0.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,0.0,False
19.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4500.0,1.0,0.0,True
66.0,21.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,40000.0,3.0,0.0,False
75.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,0.0,False
71.0,8.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,14400.0,6.0,0.0,False
19.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
76.0,12.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,4900.0,6.0,0.0,False
38.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,6.0,2.0,False
73.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,13600.0,6.0,0.0,False
12.0,9.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
67.0,15.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,31300.0,6.0,0.0,False
81.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,43500.0,6.0,0.0,False
56.0,20.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,31900.0,1.0,0.0,False
62.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,False
84.0,22.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,100680.0,6.0,0.0,False
75.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,7000.0,6.0,0.0,False
54.0,22.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,372000.0,1.0,0.0,False
77.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,10400.0,6.0,0.0,True
74.0,19.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,140000.0,6.0,0.0,True
25.0,21.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,80000.0,1.0,2.0,False
61.0,16.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,60200.0,1.0,0.0,False
53.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,32000.0,1.0,0.0,False
82.0,22.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,126800.0,6.0,0.0,False
65.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,10800.0,6.0,0.0,False
37.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,0.0,False
49.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,50000.0,1.0,0.0,False
9.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
57.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,36000.0,1.0,0.0,False
25.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,34000.0,1.0,2.0,False
67.0,18.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,665000.0,1.0,0.0,False
23.0,16.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,2.0,False
46.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,12600.0,6.0,2.0,False
61.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
54.0,21.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,270000.0,1.0,0.0,False
51.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
31.0,22.0,1.0,0.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,46000.0,1.0,0.0,False
59.0,20.0,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,120000.0,1.0,0.0,False
79.0,23.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,78400.0,6.0,0.0,False
57.0,8.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,False
23.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,350.0,3.0,0.0,False
11.0,8.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
28.0,19.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,52000.0,1.0,0.0,False
55.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,32610.0,1.0,0.0,False
14.0,11.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
26.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,0.0,False
70.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,6.0,0.0,False
13.0,10.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
5.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
48.0,12.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,15000.0,6.0,0.0,False
10.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
42.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,19900.0,1.0,2.0,False
49.0,22.0,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,78000.0,3.0,0.0,False
16.0,14.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
90.0,11.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,35300.0,6.0,0.0,False
46.0,14.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
53.0,23.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,188000.0,1.0,0.0,False
51.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
73.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,5400.0,6.0,0.0,False
68.0,21.0,1.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,8900.0,6.0,0.0,False
27.0,9.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,19000.0,1.0,0.0,False
53.0,20.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,0.0,False
37.0,12.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,1.0,False
47.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,54000.0,1.0,2.0,False
46.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,20000.0,1.0,0.0,False
13.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
62.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,122000.0,1.0,0.0,False
69.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,6.0,0.0,True
43.0,21.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,36500.0,3.0,0.0,True
24.0,15.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,23200.0,1.0,0.0,False
52.0,18.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,60000.0,1.0,0.0,False
37.0,22.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,220000.0,1.0,0.0,False
32.0,17.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,28800.0,1.0,0.0,False
75.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,53000.0,6.0,0.0,False
32.0,15.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,12000.0,6.0,0.0,False
18.0,18.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2200.0,6.0,0.0,True
